locus_tag	ftype	length_bp	gene	EC_number	COG	product
AIILHNKI_02736	CDS	864	moaA			GTP 3',8-cyclase
AIILHNKI_02737	CDS	465				hypothetical protein
AIILHNKI_02738	CDS	210				hypothetical protein
AIILHNKI_02739	CDS	912				hypothetical protein
AIILHNKI_02740	CDS	261				hypothetical protein
AIILHNKI_02741	CDS	2022	ligA	6.5.1.2		DNA ligase
AIILHNKI_02742	CDS	246				hypothetical protein
AIILHNKI_02743	CDS	774				hypothetical protein
AIILHNKI_02744	CDS	720				hypothetical protein
AIILHNKI_02745	CDS	345	trmD_1	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
AIILHNKI_02746	CDS	375	trmD_2	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
AIILHNKI_02747	CDS	1089	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
AIILHNKI_02748	CDS	708	pepP_1	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
AIILHNKI_02749	CDS	714	pepP_2	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
AIILHNKI_02750	CDS	1206	pepC_1	3.4.22.40	COG3579	Aminopeptidase C
AIILHNKI_02751	CDS	1722	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
AIILHNKI_02752	CDS	1908	srmB	3.6.4.13		ATP-dependent RNA helicase SrmB
AIILHNKI_02753	CDS	1452	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
AIILHNKI_02754	CDS	465		4.2.1.17	COG2030	putative enoyl-CoA hydratase 1
AIILHNKI_02755	CDS	1050		1.1.1.382	COG0059	Ketol-acid reductoisomerase (NAD(+))
AIILHNKI_02756	CDS	447	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
AIILHNKI_02757	CDS	267				hypothetical protein
AIILHNKI_02758	CDS	504		1.-.-.-	COG1028	putative oxidoreductase
AIILHNKI_02759	CDS	1404	pepC_2	3.4.22.40	COG3579	Aminopeptidase C
AIILHNKI_02760	CDS	882	bepA_4	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
AIILHNKI_02761	CDS	363				hypothetical protein
AIILHNKI_02762	CDS	591	slyD	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
AIILHNKI_02763	CDS	1041	aroC	4.2.3.5		Chorismate synthase
AIILHNKI_02764	CDS	906	pyrD	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
AIILHNKI_02765	CDS	774	pyrK_2		COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
AIILHNKI_02766	CDS	465				hypothetical protein
AIILHNKI_02767	CDS	1029	yqeN		COG1466	putative protein YqeN
AIILHNKI_02768	CDS	450				hypothetical protein
AIILHNKI_02769	CDS	858	smc_2			Chromosome partition protein Smc
AIILHNKI_02770	CDS	846				hypothetical protein
AIILHNKI_02771	tRNA	75				tRNA-His(gtg)
AIILHNKI_02772	CDS	237				hypothetical protein
AIILHNKI_02773	CDS	339				hypothetical protein
AIILHNKI_02774	CDS	537	maa_1	2.3.1.79	COG0110	Maltose O-acetyltransferase
AIILHNKI_02775	CDS	498				hypothetical protein
AIILHNKI_02776	CDS	534				hypothetical protein
AIILHNKI_02777	CDS	699				hypothetical protein
AIILHNKI_02778	CDS	150				hypothetical protein
AIILHNKI_02779	CDS	579		2.3.1.-		Putative acetyltransferase
AIILHNKI_02780	CDS	537	maa_2	2.3.1.79	COG0110	Maltose O-acetyltransferase
AIILHNKI_02781	CDS	402				hypothetical protein
AIILHNKI_02782	CDS	678				hypothetical protein
AIILHNKI_02783	CDS	1119	lapB			Lipopolysaccharide assembly protein B
AIILHNKI_02784	CDS	165				hypothetical protein
AIILHNKI_02785	CDS	1056				hypothetical protein
AIILHNKI_02786	CDS	420				hypothetical protein
AIILHNKI_02787	CDS	567				hypothetical protein
AIILHNKI_02788	CDS	708	radA_7	3.6.4.-	COG1066	DNA repair protein RadA
AIILHNKI_02789	CDS	306	pgk_3	2.7.2.3	COG0126	Phosphoglycerate kinase
AIILHNKI_02790	CDS	414	pgk_4	2.7.2.3		Phosphoglycerate kinase
AIILHNKI_02791	CDS	147				hypothetical protein
AIILHNKI_02792	CDS	318				hypothetical protein
AIILHNKI_02793	CDS	795		3.2.1.23	COG3250	Beta-galactosidase BoGH2A
AIILHNKI_02794	CDS	573				hypothetical protein
AIILHNKI_02795	CDS	495				hypothetical protein
AIILHNKI_02796	CDS	1659				hypothetical protein
AIILHNKI_02797	CDS	315				hypothetical protein
AIILHNKI_02798	CDS	873				hypothetical protein
AIILHNKI_02799	CDS	516	pfkB_3	2.7.1.11	COG0524	ATP-dependent 6-phosphofructokinase
AIILHNKI_02800	CDS	342	RBKS_2	2.7.1.15		Ribokinase
AIILHNKI_02801	CDS	477	pckA_4	4.1.1.49		Phosphoenolpyruvate carboxykinase (ATP)
AIILHNKI_02802	CDS	333	pckA_5	4.1.1.49		Phosphoenolpyruvate carboxykinase (ATP)
